content,score
"apaan banget si aplikasi nya kurang banget, tolong dong ini kenapa setiap buka apk nya pasti ngestak di logonya doang tapi ga kebuka kebuka Uda nunggu beberapa menit juga tetep aja gitu, sampe hampir setiap Minggu uninstall Mulu ni apk, lebih di perhatikan lagi dong, mana gede lagi MB nya kecewa berat!!! tiktok akun gw ko ke blokir permanen si?? gw ngelakuin kesalahan aja ngga, tolong dong tiba tiba banget anjir",1
"ini aku aja yang merasa tik tok akhir-akhir ini sering ada update an ya? kalian ada yang ngerasa gitu juga? jujur ini annoying bgt ya, karena setiap saya ketinggalan update atau lupa update tik tok, pasti aplikasi ini tuh kaya nge bug dan nge freeze di logo nya aja. Tolong banget di developer tik tok makin kesini makin bikin kesel dan annoying nih, mohon bisa di perbaiki lagi yaa bug dan masalah-masalah lainnya",4
"suka ngebug,kalo buat nonton malah berhenti berhenti, pas mau pakai filter tiba tiba kembali atau kadang nge freez tolonglah diperbaiki, udah berhari hari gk bisa di tonton cuman bisa lihat komentarnya doang video sama suaranya gk ada",1
"Tolong buat tiktok, sistem nya diperbaikin lagi kalo emang mau dikasih rating bagus. Lemot bgt apk lu, kadang keluar sendirilah, nge bug, nge freeze padahal memori handphone ga penuh, udah sampe hapus foto, apk lain sana sini. Kirain hp nya yang nge bug ternyata apk nya yg kurang. aku kirain aku doang ngerasain kyk bgini, ternyata yang lain juga pada ngerasain.",1
"bisa minta tolong gak,ini saya bolak balik gk bisa buka tiktok kena bug,(tiktok telah berhenti) seperti itu terus dan keluar dan sampai sekarang tidak bisa login,saya coba bolak balik download dan masuk tiktok tetap sama tidak bisa masuk aplikasi nya",2
"beberapa fiturnya ada yg ga muncul, terus sering ngebug kalau keluar tiktok suara vt nya masih kedengeran. Bug juga kalau muncul live, suara livenya masih ada padahal sudah di scroll ke bawah vt lain...mengganggu banget...tolong diperbaiki yaa..soalnya ga nyaman😭",3
"ngelag parah!!! setiap aku buka apk ini selalu keluar sendiri, dan hp tiba' panas dan aku juga uda coba di apk lainnya, dan itu bagus' aja tidak ada ngelag/ hp panas penyimpanan masi lumayan tapi knp setiap buka apk ini selalu keluar sendiri dan muncul layar hitam, tolong di perbaiki lagi apk nya, update bkn makin bagus malah makin nge bug",1
"~kadang kadang pas login suka stuck di logo,dan biar bisa masuk ke apk nya lagi harus hapus lalu instal apk nya itu udah berulang kali terjadi terus kadang juga sering keluar apk sendiri padahal tidak ada masalah sinyal dan internet dan kadang juga tidak bisa di scroll kebawah,anehh.. mohon tiktok perbaiki",3
"Plis deh lebih diperbaiki lagi, mana lagi puasa nambah² kesabaran Mulu. Udah mah ngloading lama, layar d geser gak bisa,kembali sendiri, vdio yang keluar cuma musik doang layarnya item, sampe ni hp dah d banting karena ngeleg dan mati. Ini udah di update yahh tapi makin sini makin gini, Mohon diperbaiki lagi ini apk perbaiki lagi.",1
"tolong dong ini aplikasi tiktok di perbaiki soalnya saya sering dan suka belanja di tiktok shop, tapi aplikasi nya nge lag terus, nge bug, suka stuck di logo, ga kebuka, cape saya harus instal ulang mulu, bentar2 eror ga bisa di buka, harus dihapus dulu aplikasi nya, 2 hari kemudian baru bisa di download lg baru bisa dibuka, gitu2 terus cape banget",1
"banyak bugnya, kadang klo dibuka suka nge freez diloading awal logo, ditunggu smpe 7 hari 7 malem bakal tetep gitu trs, klo dikeluarin dr apk hp rasanya jadi lemot bgt padahal sebelum buka apk aman aman aja, satu lagi kadang klo mw masuk kedalam apk dipencet sekali harusnya langsung masuk, tapi kadang dipencet berkali"" tetep gabisa masuk, bagi saya ini bug meresahkan banget, jadi ga mood buka tiktok, tolong segera diperbaiki biar saya ga repot"" bolak balik download ulang",1
"sering nge bug, kadang kalo buka apk lama bngtt ngestuck di logo, akhirnya kalo keluar Malah bikin hp lemot, di update bukannya makin bagus malah bikin jadi jelek, mohon di dengar yaa keluh kesah pengguna",1
"kenapa masih sering bug, katanya sudah diperbaharui, apa masalah ini cuma berlaku untuk android atau gimna, konten kreator jadi susah jika seperti ini. Tolong kembalikan tiktok yang dulu",1
"bagus si apk nya juga seru tapi, pas mau buka apk nya itu sering ngesetag ke logonya dan gk bisa masuk ke vidio nya trus klo keluar dri apk nya sering ngeleg dan gk bisa di pencet apa"" dan layar nya jdi itim trus mati sendiri HP nya supaya kembali normal harus donwload ulang dan bakal kembali kayak gitu lagi terus kita donwload ulang lagi, cuma itu si keluhannya tapi tolong diperbaiki tolong di update lagi supaya gak ngeleg ngeleg lagi, maaf ya jika banyak keluhan. terimakasih",3
"tiktok sinting, gk jelas, lelet, keseringan kagak bisa dibuka. padahal HP saya baik baik aja, gk ada berat berat apk, apk berat lainnya, chace, data, atau virus apa pun. selalu bersih, dan saya bersihkan, benar benar tiktoknya aja gk jelas. jadi saya beri bintang 1 aja👍🙏",1
"tolong kembalikan fitur simpan vid di satu bagian, jgn ada batas menyimpan vid nya. skrg batas menyimpan nya 30. saya jd susah mencari vid yg saya ingin lihat kembali. jdi tolong jgn berbatas lgi untuk menyimpan vid.",5
"setelah update malah gk jelas tiba-tiba aja keluar akun sendiri terus ada tulisan, maaf akun anda telah ditangguhkan sementara, terus habis itu di blokir permanen padahal selama ini sebelum update aman-aman aja gk pernah aneh-aneh juga selama main tiktok, tolong lah tim tiktok padahal selama 5 tahun ini makai tiktok aman-aman aja, namun setelah update malah begini tolonglah kembali in akun saya padahal itu akun saya satu-satunya, kalau mau ngelepas susah rasanya, terimakasih di tunggu balasannya",1
"sejak 1 tahunan ini/tiktok versi baru 2.3 tiktok sering mentok logo ,hampir tiap bulan dihapus dan di instal ulang baru bisa kebuka,,masih mending tiktok versi lama,tolong diperbaiki agar kayak tiktok versi lama lagi yg tanpa bug mentok logo",1
"ini kenapa ya limit paylater saya gak naik-naik padahal saya bayar nya lebih cepat, dan aku sering belanja di tik tok inj, tapi kenapa ya akun aku beda sama seperti teman aku meraka baru daftar aja sudah di kasih limit yang besar sedang kan aku tidak, kalau di banding sama teman aku jauh sering aku yang belanja di tik tok.. buat aku sangat mengecewakan",2
"Tolong dong perbaiki lagi aplikasi tik tok nya, semenjak update an aplikasi ke versi terbaru nya, sekarang tik tok banyak sekali bug nya, kadang lama di buka nya, kadang bisa bikin hp macet total tidak bisa berjalan dengan normal alias lemot total, harus di matikan daya terus di uninstall tiktok nya baru enak lagi nih hp",3
"aplikasinya bagus banget bisa mencari tutorial apapun yang ada bisa buat konten yang menarik, memberi tahu trend yang menarik,tapi pas aku mau ngepost Poto itu gk bisa lama banget Tolong di perbaiki lagi ya sama tolong kembalikan fitur foto seperti semula sekian terima kasih maaf kalau ada kesalahan mengetik",5
"Banyak bugnya, kadang klo dibuka suka nge freez diloading awal logo, ditunggu sampe 5 hari 5 malam bakal tetep gitu aja, trs klo di keluarin dr apk hp rasanya jadi lemot bgt padahal sebelum buka apk aman-aman aja, satu lagi kadang klo mw masuk kedalam apk dipencet sekali harusnya langsung masuk, tapi kadang di pencet berkali² tetep gabisa masuk, bagi sya ini bug meresahkan banget, jadi ga mood buka tiktok, tolong segera diperbaiki biar saya g repot² bolak balik download ulang terus jadi resah ba",1
"aplikasi ny kurang bgs, masa y bug trs, nanti klo di pencet aplikasi ny cm gambar logo doang, g ke videonya, pdhl penyimpanan dan jaringan aman, lancar tp kek gtu trs, g bs di buka aplikasinya, dan ini sy lg update, lma bgt, pdhl jaringan lancar lohh, tlng di perbaiki y",3
"aplikasinya sangat bagus, lengkap dengan subtitle vidionya walaupun ada beberapa vidio yang tidak bisa pakek menggunakan subtitle tapi okelah 👍. ohh iya, kalau bisa di tambahkan penterjemah untuk komentarnya juga, soalnya ada banyak komentar yang bukan bahasa ID sama EN🙏",5
"aneh tiktok, tiba tiba kena batasan usia padahal saya sudah ajukan banding usia, katanya 24 jam bakal dikirim nyatanya tidak juga, saya jadi gabisa buka fitur dm, dan runtutan saya padam semua, tolong segera diperbaiki, dipercepat melakukan bandingnya, karena proses sangat lama.",1
"aplikasi rusak, gua komen enggak ada kata sensitif malah di hapus tiktok atau ke sensor dan sering bug ga bisa di scroll ke atas atau ke bawah, dan terakhir udah di setting pengaturan nya malah keriset lagi hadeh",1
"Tik tok makin parah ya,tiap abis update malah ga bisa dibuka aplikasinya..bosenin harus download lagi un instal lagi tiap upgrade,ngeselin banget ..katanya bug diperbaiki mana buktinya..ga bisa dibuka iya..",1
"Makin bnyk fitur,makin rusak. Skg jaman device ram 6 ke atas ya. Jgn harap spek internal di bawah 128 donlod tiktok ini. Aplikasi gampang crash!! Tidak berhenti otomatis di latar belakang,apalagi kondisi data internet stand by. Device kentang bakal rusak UI dan internalnya! Mohon pihak tiktok, tetap ramah bagi pengguna device di bwah ram 6",3
"Lama lama cape bgt sama apk tiktok , setiap mau buka aplikasi tiktok pasti ngesetak. Harus di hapus dulu, baru bisa di buka .. Padahal kapasitas masih banyak yang kosong ... Tolong dong admin tiktok ... Tolong diperbaiki lagi , sekian terimakasih .)",1
"Semenjak ganti hp ga bisa ngakses+update filter yang trending, dihapus aplikasinya didownload lagi, tetep ga bisa padahal pakai hp yang lama enakeun. Tiap ada filter yg trending bisa update terus, lagu lagunya juga yg muncul lagu yg lawas, jd males bikin video tiktok. Cuma scroll doang sekarang mah.",2
"Aneh, masa mau simpen foto/video lama banget nunggunya, kalo masalah jaringan juga saya ga mungkin bisa buka apk yg lain. Ini emg tiktok yg lagi bug apa gimana? Posting story aja lama banget, stuck 0% terus, ditungguin lama sampe besok malah ga ke posting trus balik lagi ke draft. Aneh.",2
"Aplikasi yang bagus, tapi mungkin kalau bisa kasih saran untuk upgrade selanjutnya, bisa tolong dibagian simpan postingan di buat folder, karna terkadang saya ingin simpan postingan org untuk berbagai kepentingan seperti referensi outfit, atau trik skripsi maupun rekomen drakor, jadi agar tdk tercampur dan jika ingin melihat lagi simpanan postingan yg lama bisa lebih mudah menemukannya.",3
"Setiap mau buka tiktok setelah di klik lama masuknya, setelah masuk cuma stuck d logo doang dan gak bakal bisa masuk. Makin lama makin burik ni apk! Edit: Saya hari ini uninstall aplikasi Tik Tok ini karena sudah MUAK tidak bisa di buka selama 1 bulan+. Namun saat saya uninstall, loading untuk uninstall nya LAMA SEKALI, bahkan seperti tak bisa. Lalu setelah sangat lama Hp tiba"" ke RESTART dan loading hp UNTUK NYALANYA LAMA SEKALI!! MEMBUAT SAYA PANIK!! Saya liat Play store & blm ter uninstall!!!",1
"Kenapa ya sama Tiktok nya, padahal mau di update tetep gak bisa? Saya udah lama makai apk ini tapi suka kena lag terus. Kadang kadang keluar sendiri dari apk. Kadang kadang apk nya ngebug sendiri ngelag. Mau pake cara apapun tetep gak bisa, udahlah cape pake apk satu ini. Padahal udah siapin banyak video buat di upload malah jadinya gini, ayolah tiktok jangan gini. Kadang kadang mau ngedit profil nya tetep gak bisa!!! Sementara bintang 1 dulu kalo udah bagus baru bintang 5",1
"tiktok tolong perbaiki bug nya, misal lagi bukak tiktok,tapi malah ngeleg/GK bisa , malah jadi gelap GK ada aplikasi nya,kalo udh kek gitu harus di mati daya dulu baru bisa,tapi tiktok nya masih GK bisa bisanya kalo di hapus dulu, kalo di hapus dulu kan harus daftar lagu jadi ribet + kalo udh 1/2 Minggu pasti begitu lagi,padahal penyimpanannya masih banyak,tapi kayak berat banget , jadi saya mohon untuk tiktok perbaiki bug nya.",2
"Aplikasinya bagus.. tpi sayang, sering stuck di logo tidak bisa di buka.. hp jadi ngelek parah. Jika sudah begini harus hapus Aplikasi & Install ulang.. sudah sering kejadian begini sangat mengecewakan..😪 Mohon untuk pihak penyedia Aplikasi segera diperbaiki untuk kenyamanan konsumen 🙏🙏",3
"Tolong donk perbaiki tiktok nya!!!, kenapa akhir² tiktok sering bgt lelet lambat kalau masuk, dan sekarang tiktok saya GK kebukak, gambar nya doang yg muncul, suara dan video nya GK gerak sama sekali, padahal jaringannya semua bagus GK ada yg rusak, jadi tolong di respon,!🙏",2
"tiktok sekarang kenapa ya, setiap saya buka tiktok cuma bug gambar tiktok terus, sampai bolak balik instal download instal download, setiap hari, kalau habis di hapus trs dnwld lagi, bisa si buat nonton, tapi kalau setiap hari, haduu cape deh, kadang apk nya gabisa dipencet juga, tolong diperbaiki lagi dong bug""nya, padahal dulu lancar"" aja setiap nonton",2
"ga jelas setelah update suka loading sendiri, padahal jaringan bagus aja ga pernah lemot. tapi pas di geser ke atas fyp nya nge stuck di titik dua warna warni itu alhasil keluar dari aplikasi terus hapus chace nya dan ngulang masuk lagi ke apk tiktok. ribet. tolong perbarui dong! gajelas.",1
"Sangat bagus dan membantu cuman sayangnya terlalu ketat sedikit sedikit pelanggaran gak seperti aplikasi Facebook ataupun Instagram, tik tok ketat banget. menurut aku kurang relevan, kurang bebas seperti aplikasi Facebook. tolong dibenahi lagi pihak tik tok terimakasih 🙏🙏",5
"Overall sih bagus aja. Cuma emang dari tiktok nya kali ya? Tiap buka Tiktok tu berat trus. Serasa makan bnyakk bgt storage. Pdhl lega aja tu storage. Bisa2nya buka tiktok jadi ngelag parah. Bukan di hp gw aja tapi di hp temen2 gw juga gtu. Kalau bisa, perbaiki lagi storage yg digunakan tiktok karena cenderung membuat hp jadi beratt bgt.",3
"Setelah aku baca² ulasan ternyata yg punya masalah di tiktok bukan cuma aku. Disini masalahku soal tiktok di kolom komentar, pdhl aku pake hp ram 4 dan jaringan wifinya sangat stabil, tapi klau buka kolom komentar cuma loading aja terus.. dan gak muncul menu Toko nya juga. Malah sampe aku copot pasang ada 3x, krna aku pikir hpnya yg error. Tolong min diperbaiki lagi apk nya🙏",2
"bagus apk nya tapi kenapa ya suka ngebug tolong dong di benerin saya cape klu siang pas mau buka apk nya pasti ngebug mau gamau harus di install dulu terus di dowload baru bisa masuk. Tolong ya tiktok di benerin ngebug nya. Sebenernya udah bagus apk nya bisa mutualan dengan temen, berkomunikasi bersama teman, pacar, orang tua, dll",1
"Baru pertama pakai malah lagg padahal jaringannya bagus 6G,kapasitas ram 6, kapasitas ruangan sisa 50 gb,aplikasi di hp gak banyak..tolong dong di perbaiki lagi kualitasnya jangan sampai lagg gini..bagaimana jika yang download ram 2 giga ya bisa bisa meledak hp nya...aplikasi ini serupa halnya dengan aplikasi shoopee..lag gak jelas ! Saya yakin jika tidak lag di hp low utamanya ram 1 dan 2 pasti banyak peminatnya",4
"Aplikasi nya bagus,vidionya bagus,tapi kenapa kalau stelah 1 atau 2 bulan tik tok dibukak tidak bisa karena apa dan sering terjadi bug tik tok habis itu tidak bisa dikeluarkan lalu hp ku tiba² warnanya hitam,,,,jadi tolong diperbaiki lagi ya bug tik tok nya🙏🙏",2
"tiktok ini sering lag/bug. pas masuk aplikasinya cuma sampai di logo, nnti di hapus dan masuk ulang baru dia bisa kembali, tpi cuma beberapa hari lagi akan bug, begitu seterusnya. dan sering keluar dari apk dengan sendirinya pdhal lagi asik"" nonton. tolong pihak tiktok di perbaiki kinerja aplikasinya lagi 🙏🏻",3
"saya kasih bintang 2 dulu, karena kenapa? saat saya masuk ke dalam aplikasinya malah ngestuck di logo tiktok nya dan itu membuat HP saya nge lag ,, terus juga saya kan udah kluar dari tiktok nya dan terpaksa harus di download lagi,, itu bikin memori saya terasa penuh,, tiktok tolong diperbaiki lagi ya? biar semuanya jadi happy nontonnya sambil anteng gaada bug gaada lag ,, itu juga HP saya sering banget mati sendiri ya karena tiktok,,tolong ditingkatkan lagi, saya bakal tunggu kelancarannya..",2
"tiktok habis di update makin aneh,kenapa akhir akhir ini suka banyak ngebug, pas masuk ke apk nya pasti ada tulisan ""ada masalah, koneksi buruk"" padahal wifi saya lancar lancar aja, trus kalo mau ngescroll suka tiba tiba ga bisa lanjut, kaya ""batas video telah tercapai"" belum lagi pas mau buka komen tiba tiba jadi 0 komen nya, padahal sebelum di buka ada banyak, suara di video juga kadang ilang², udah di uninstal dan download lagi berkali kali tetep aja gitu, tolong perbaiki ya.",1
"Tolong apk.nya di perbaiki lagi, tiap buka mesti keluar logo, selalu hapus ulang berkali"" Klo udh keluar logo doang, padahal ini apk. bagus buat hiburan para kalangan emak"" muda mudi & juga para pebisnis tp knp jd begini,, tak kira akunya aja yg komplain trnyata ada bnyk juga selain saya... Semoga cepat ditangani sm pihak pembuat apk. Tik tok agar bisa di gunakan lagi sprti pertama kali keluar,, Terima kasih.",1
